key,n_node,n_edge,total_length,mean_edge_len,len_cv,deg2_count,deg4_count,degree_entropy,orient_entropy,anisotropy,radius_gyration,moment_total,clustering_coef,fiedler_value,lambda_max,spectral_gap_ratio,aspl_giant,boundary_frac,fractal_dim_box,rigidity_index,redundancy_ratio,max_k_core,kcore_frac,triangle_count,triangle_ratio,quad_count,quad_ratio,avg_shortest_dy,straightness,mesh_median_area,mesh_cv_area,mesh_max_area_ratio,edge_betweenness_max,edge_betweenness_gini,largest_pore_ratio,top_area_sum_ratio,top_convexity_min,top_convexity_mean,top_circularity_min,big_pore_count,total_pore_count,total_pore_ratio,center_pore_ratio,edge_pore_ratio,pore_area_cv,pore_area_skew,pore_area_kurtosis,pore_area_max_over_mean,pore_large_area_frac,pore_count_large_frac,pore_density,pore_spatial_cv,contact_thick,contact_canvas_size,contact_nodes,contact_edges,contact_edge_pixel_union_count,contact_edge_pixel_sum,contact_raw_overlap_pixel_count,contact_overlap_pixel_count,contact_overlap_pair_count,contact_overlap_pairs_per_edge,contact_edges_with_contact_count,contact_edges_with_contact_ratio,contact_overlap_pixel_ratio_union,contact_raw_overlap_pixel_ratio_union,contact_overlap_pixel_ratio_canvas,contact_overlap_length_px_approx,contact_overlap_length_ratio_centerline,contact_centerline_length_px,contact_overlap_pair_size_sum,contact_overlap_pair_size_mean,contact_overlap_pair_size_median,contact_overlap_pair_size_max,contact_overlap_pair_size_std,contact_overlap_pair_size_q75,contact_overlap_pair_size_q90,contact_overlap_pair_size_q95,contact_overlap_cc_count,contact_overlap_cc_size_sum,contact_overlap_cc_size_mean,contact_overlap_cc_size_median,contact_overlap_cc_size_max,contact_overlap_cc_size_std,contact_overlap_cc_size_q75,contact_overlap_cc_size_q90,contact_overlap_cc_size_q95,contact_edge_contact_degree_mean,contact_edge_contact_degree_median,contact_edge_contact_degree_max,contact_edge_contact_degree_std,contact_edge_contact_degree_q75,contact_edge_contact_degree_q90,contact_edge_contact_degree_q95,max_load
3_-0.07_0.41_-0.47_-0.05_0.2_-0.33_-0.12_0.31_0.06_-0.16,592,1008,39.0449,0.038735,1.10394,184,404,0.948891,3.67731,2.22045e-16,0.404771,731.237,0.257722,0.00719202,9.33146,0.000770729,16.5058,0.0238095,0.993902,-173,0.41369,2,1,156,0.154762,114,0.113095,1.52074,1.24651,181,2.91239,0.0553799,0.121042,0.638335,0.0553799,0.165961,0.592168,0.592267,0.160527,21,202,0.675781,0.52105,0.154731,2.91239,4.00254,16.4069,16.5538,0.940746,0.158416,0.000192642,0.125223,9,1024,592,1008,319542,523256,92362,28752,2056,2.03968,824,0.81746,0.0899788,0.289045,0.02742,3194.67,0.0983169,32493.6,124116,60.3677,40,357,62.8313,100,112.5,137,176,28752,163.364,68,535,197.246,397,400,530,4.07937,3,15,3.67554,6,9,12,58.9291
3_-0.07_0.48_0.21_0.27_0.33_0.33_0.44_0.19_-0.11_-0.18,364,552,29.3879,0.053239,0.670018,184,176,1.07594,3.81249,1.11022e-16,0.407323,407.371,0.289116,0.0116802,9.3536,0.00124874,12.8596,0.0434783,0.970338,-173,0.342391,2,1,108,0.195652,24,0.0434783,1.16508,1.04025,5770,1.21204,0.0240402,0.117305,0.596069,0.0129232,0.0387697,0.654276,0.654276,0.315062,37,130,0.703036,0.330032,0.373004,1.21204,1.1954,0.691184,4.44533,0.557225,0.176923,0.000123978,0.0981136,9,1024,364,552,286259,395002,65523,2664,432,0.782609,216,0.391304,0.00930626,0.228894,0.00254059,296,0.0111302,26594.3,14330,33.1713,27,80,23.0931,51,74.9,77,24,2664,111,111,113,1.29099,112,113,113,1.56522,0,5,2.14326,5,5,5,79.9446
3_-0.08_-0.06_-0.23_-0.29_0.29_-0.18_0.06_0.02_-0.49_0.37,276,376,30.1684,0.0802351,0.731009,184,88,1.0043,3.59825,0,0.412402,267.993,0.115942,0.017603,9.38427,0.0018758,10.4613,0.0638298,0.919834,-173,0.268617,2,1,24,0.0638298,20,0.0531915,1.36134,1.14079,1655,1.88299,0.0559492,0.142006,0.609451,0.0559492,0.167675,0.591618,0.591791,0.12409,21,109,0.709332,0.569201,0.140131,1.88299,2.86602,7.94515,8.59748,0.614084,0.110092,0.000103951,0.0812545,9,1024,276,376,285986,365528,55446,2508,24,0.0638298,48,0.12766,0.00876966,0.193877,0.00239182,278.667,0.0108708,25634.3,2508,104.5,104,112,3.77492,106.5,109,111.55,24,2508,104.5,104,112,3.77492,106.5,109,111.55,0.12766,0,1,0.33371,0,1,1,49.6178
3_-0.08_-0.07_-0.24_-0.3_0.45_-0.46_-0.48_-0.47_-0.34_-0.48,428,680,35.7737,0.0526084,0.961015,184,240,1.05458,3.65745,0,0.435724,493.859,0.414108,0.0115804,9.18151,0.00126127,13.5381,0.0352941,0.957191,-173,0.372059,2,1,152,0.223529,51,0.075,1.32,1,81,1.93365,0.0529423,0.106239,0.612815,0.0529423,0.158819,0.817849,0.817881,0.329155,16,115,0.720609,0.47422,0.246388,1.93365,2.29419,5.26211,8.44891,0.878366,0.2,0.000109673,0.138015,9,1024,428,680,266984,423596,89684,8650,1672,2.45882,404,0.594118,0.0323989,0.335915,0.00824928,961.111,0.0349122,27529.4,89643,53.6142,50,255,38.7728,80,98,105,41,8650,210.976,45,1743,371.705,51,925,927,4.91765,1.5,24,6.18197,11,14,14,75.4249
3_-0.08_-0.08_-0.38_-0.19_0.08_-0.03_-0.49_0.05_-0.25_0.04,252,328,26.0896,0.0795413,0.769121,184,64,0.92833,3.81135,0,0.417044,237.088,0.160998,0.0117575,9.18134,0.00128058,14.2232,0.0731707,0.786108,-173,0.234756,2,1,32,0.097561,0,0,1.96457,1.7437,1252,2.23632,0.0659971,0.147783,0.422507,0.0659971,0.197591,0.874124,0.87499,0.377214,9,93,0.749562,0.580143,0.169419,2.23632,2.54244,4.86124,8.18842,0.741216,0.0967742,8.86917e-05,0.135569,9,1024,252,328,246665,337190,62571,15692,332,1.0122,224,0.682927,0.0636166,0.253668,0.0149651,1743.56,0.0741614,23510.3,29150,87.8012,82,259,57.448,107,175,202,76,15692,206.474,101,807,264.142,172,806,807,2.02439,1,7,2.225,3,6,7,94.6375
3_-0.08_-0.3_0.45_0.19_-0.38_-0.45_-0.25_-0.48_0.28_0.32,380,584,45.4106,0.077758,1.12604,184,192,1.07341,3.57683,2.22045e-16,0.407978,403.35,0.271679,0.0159235,9.37171,0.00169911,12.3063,0.0410959,0.97498,-173,0.351027,2,1,104,0.178082,33,0.0565068,1.57556,1.19361,997,2.20503,0.0383615,0.0948841,0.508831,0.0383615,0.114876,0.477204,0.477547,0.114869,24,186,0.63183,0.402571,0.229259,2.20503,3.23272,10.5268,11.293,0.69523,0.102151,0.000177383,0.186365,9,1024,380,584,354064,496644,82486,28192,663,1.13527,351,0.601027,0.079624,0.232969,0.026886,3132.44,0.0899148,34837.9,72734,109.704,82,1543,202.821,107,211,231,88,28192,320.364,14.5,2203,746.122,82,2186,2202,2.27055,1,15,3.17127,4,5,6,105.215
3_-0.08_0.2_-0.08_0.37_-0.46_0.48_0.31_-0.37_0.24_0.19,416,656,32.7943,0.0499913,0.998024,184,228,1.06045,3.50917,2.77556e-16,0.410517,483.677,0.209707,0.0138181,9.35949,0.00147637,11.8761,0.0365854,0.934233,-173,0.367378,2,1,92,0.140244,56,0.0853659,1.28007,1.02679,728,1.71093,0.0348167,0.11882,0.60869,0.0231314,0.0693932,0.911338,0.911363,0.556321,17,141,0.707969,0.340601,0.367368,1.71093,2.02703,2.80993,6.93415,0.71565,0.141844,0.000134468,0.157472,9,1024,416,656,269738,403324,61665,26872,1364,2.07927,520,0.792683,0.0996226,0.228611,0.0256271,2985.78,0.112013,26655.8,86584,63.478,23.5,526,90.4396,103,117,300,60,26872,447.867,336.5,2621,596.044,361,473.2,2618.05,4.15854,3,19,4.9546,5,11,16,92.9682
3_-0.08_0.2_0.32_0.23_-0.14_0.28_0.41_0.11_-0.09_0.24,424,672,30.3447,0.0451559,0.843051,184,236,1.0566,3.67827,1.11022e-16,0.40896,507.182,0.438455,0.0114076,9.33126,0.00122252,12.8167,0.0357143,0.987145,-173,0.370536,2,1,156,0.232143,21,0.03125,1.08951,1.03653,537,1.40519,0.0234251,0.118518,0.606306,0.0234251,0.0702753,0.75586,0.75586,0.247673,21,100,0.732619,0.494864,0.237756,1.40519,0.781678,-1.37333,3.19745,0.974293,0.32,9.53674e-05,0.244374,9,1024,424,672,257820,446326,109574,36418,1312,1.95238,564,0.839286,0.141254,0.425002,0.0347309,4046.44,0.138276,29263.6,86578,65.9893,48,577,81.7613,93,110,202,89,36418,409.191,354,893,244.635,543,858,876.4,3.90476,4,8,2.40346,5,7,8,99.481
3_-0.08_0.34_-0.38_0.14_-0.32_0.15_0.07_0.43_-0.09_-0.41,472,768,33.1799,0.0432029,0.763514,184,284,1.02912,3.85091,2.77556e-16,0.412367,576,0.317595,0.00896395,9.32874,0.000960896,14.454,0.03125,1.04693,-173,0.386719,2,1,144,0.1875,77,0.10026,1.38576,1.08829,107,2.66586,0.0453081,0.14373,0.62712,0.0150232,0.0450678,0.900969,0.901066,0.386433,21,218,0.696312,0.270636,0.425676,2.66586,3.40142,11.2178,14.185,0.832382,0.105505,0.000207901,0.171112,9,1024,472,768,270964,420768,79202,6922,600,0.78125,408,0.53125,0.0255458,0.292297,0.00660133,769.111,0.0291056,26424.8,25530,42.55,40,111,25.188,52,93,93.05,90,6922,76.9111,86,128,43.5353,115,126,127,1.5625,2,6,1.73092,3,3,6,90.1507
3_-0.09_-0.11_-0.16_-0.17_-0.37_-0.13_-0.19_-0.32_0.05_-0.43,212,248,18.8277,0.0759181,0.638574,184,24,0.641248,3.48334,2.22045e-16,0.464295,202.204,0,0.0185518,9.14881,0.00202779,11.0291,0.0967742,0.808509,-173,0.149194,2,1,0,0,0,0,1.37256,1.06676,10142,0.995032,0.0615082,0.135511,0.448134,0.0615082,0.184402,0.835436,0.835679,0.498301,21,48,0.814736,0.669352,0.145385,0.995032,1.31003,1.3028,3.62374,0.301676,0.0833333,4.57764e-05,0.0765491,9,1024,212,248,170356,215842,29310,8048,36,0.145161,72,0.290323,0.0472422,0.172051,0.00767517,894.222,0.0602519,14841.4,8048,223.556,228,246,11.1267,229,238,246,36,8048,223.556,228,246,11.1267,229,238,246,0.290323,0,1,0.453911,1,1,1,66.9936
3_-0.09_-0.34_-0.39_-0.06_-0.11_-0.37_-0.01_-0.14_0.33_0.13,384,592,28.0486,0.0473794,0.986252,184,196,1.07241,3.34536,1.11022e-16,0.425438,437.3,0.256696,0.0106537,9.37887,0.00113593,13.1486,0.0405405,0.859368,-173,0.353041,2,1,108,0.182432,27,0.0456081,1.29079,1.03539,5,1.71152,0.0595827,0.126063,0.642984,0.0595827,0.178617,0.745977,0.746176,0.406823,21,90,0.771886,0.614954,0.156932,1.71152,2.08212,4.10774,6.9472,0.863629,0.255556,8.58307e-05,0.0756789,9,1024,384,592,216214,350298,70414,19608,2234,3.77365,512,0.864865,0.0906879,0.325668,0.0186996,2178.67,0.0956091,22787.2,92892,41.581,26,219,41.3993,66,102,112.4,100,19608,196.08,19,3020,589.526,102,470,471,7.5473,5.5,23,6.49931,11,18,20,74.9806
3_-0.09_-0.38_0.28_0.22_0.23_0.41_0.28_-0.18_0.47_0.3,544,912,36.8252,0.0403785,1.11711,184,356,0.981403,3.41445,3.88578e-16,0.409991,662.983,0.295168,0.00634918,9.37018,0.000677594,18.32,0.0263158,1.01668,-173,0.404605,2,1,192,0.210526,65,0.0712719,1.56096,1.24545,640,2.28452,0.0382786,0.0927237,0.581297,0.0382786,0.114832,0.428426,0.428471,0.130717,9,151,0.685754,0.380596,0.305158,2.28452,2.31534,3.74393,8.42878,0.886269,0.13245,0.000144005,0.208622,9,1024,544,912,293771,470880,79427,20128,2724,2.98684,792,0.868421,0.068516,0.27037,0.0191956,2236.44,0.0749907,29822.9,173437,63.67,63,235,38.7057,92,108.7,117,142,20128,141.746,33,388,146.952,270,386,386,5.97368,7,21,4.15534,9,10,12,60.8296
3_-0.09_0.03_0.05_-0.12_0.21_0.04_-0.36_0.34_-0.12_-0.3,280,384,29.5602,0.0769796,0.620757,184,92,1.0132,3.38063,3.33067e-16,0.421696,290.492,0.207143,0.0118762,9.14875,0.00129812,12.6886,0.0625,0.878837,-173,0.273438,2,1,36,0.09375,35,0.0911458,1.31814,1.09845,1484,1.89901,0.0522213,0.163466,0.60031,0.0522213,0.156564,0.566617,0.566798,0.14791,9,109,0.714436,0.515318,0.199118,1.89901,2.56753,5.70976,7.9673,0.809268,0.183486,0.000103951,0.12539,9,1024,280,384,276296,354252,50860,12356,360,0.9375,216,0.5625,0.0447202,0.184078,0.0117836,1372.89,0.0549838,24969,18294,50.8167,9,326,82.481,70,175.1,299.05,60,12356,205.933,301.5,412,161.764,327,408,412,1.875,1,5,1.96453,4,5,5,74.2658
3_-0.09_0.2_-0.11_-0.08_-0.29_0.15_0.42_-0.3_0.43_0.34,476,776,34.0808,0.0439186,1.3342,184,288,1.0266,3.75994,1.80411e-14,0.382446,511.175,0.258904,0.00918316,9.32542,0.000984745,15.8532,0.0309278,0.876713,-173,0.387887,2,1,144,0.185567,46,0.0592784,1.3503,1.12525,278,2.92945,0.0601492,0.109444,0.552371,0.0601492,0.180289,0.771349,0.771765,0.259206,9,166,0.723248,0.510439,0.212809,2.92945,3.49073,11.1508,13.8055,0.918595,0.120482,0.00015831,0.14005,9,1024,476,776,269204,448984,91941,45036,2456,3.16495,652,0.840206,0.167293,0.341529,0.0429497,5004,0.173574,28829.3,201172,81.9104,87,2340,164.374,107,121,138.25,90,45036,500.4,144.5,3509,986.95,217,2522.1,2898.55,6.3299,5,27,5.67818,10,13,18,61.3149
3_-0.09_0.39_-0.45_0.31_0.02_0.07_-0.26_-0.25_-0.34_0.28,352,528,32.91,0.0623295,0.591475,184,164,1.07598,3.1387,2.22045e-16,0.414908,399.32,0.441017,0.0114248,9.32474,0.00122521,12.513,0.0454545,0.956026,-173,0.335227,2,1,108,0.204545,24,0.0454545,1.30742,1.12065,305,2.76212,0.0311852,0.099129,0.58906,0.028141,0.0844059,0.736783,0.737615,0.336751,9,256,0.6764,0.374401,0.301999,2.76212,3.12087,7.95021,11.8028,0.813393,0.078125,0.000244141,0.302875,9,1024,352,528,306662,423212,71458,18300,300,0.568182,240,0.454545,0.0596748,0.233019,0.0174522,2033.33,0.0710889,28602.7,37624,125.413,97,538,131.411,113,423,449,44,18300,415.909,26,1478,647.192,1470,1470,1478,1.13636,0,6,1.60384,2,3,4,104.787
3_-0.0_-0.06_-0.17_0.39_0.11_-0.36_-0.37_0.06_0.04_-0.03,304,432,32.8548,0.0760529,0.706421,184,116,1.05102,3.57798,0,0.417068,321.248,0.190789,0.00913644,9.18203,0.000995034,16.1342,0.0555556,0.912447,-173,0.298611,2,1,36,0.0833333,48,0.111111,1.45087,1.17006,79,2.2105,0.0421896,0.099637,0.463505,0.0421896,0.126563,0.592523,0.592582,0.108218,9,124,0.695946,0.396093,0.299852,2.2105,2.05345,2.55125,7.51712,0.950232,0.16129,0.000118256,0.242885,9,1024,304,432,282596,388366,77428,446,120,0.277778,166,0.384259,0.00157822,0.273988,0.000425339,49.5556,0.00184355,26880.5,626,5.21667,4,17,4.1657,7,12,13,92,446,4.84783,3,17,4.7318,7,13,14,0.555556,0,3,0.842542,1,2,3,56.5032
3_-0.0_-0.08_-0.28_-0.46_-0.38_0.13_-0.08_0.07_0.39_-0.18,496,816,31.3981,0.0384781,1.01242,184,308,1.01366,3.19896,4.44089e-15,0.408159,581.743,0.193356,0.00896177,9.33132,0.000960397,15.4448,0.0294118,0.944844,-173,0.393382,2,1,116,0.142157,113,0.13848,1.44078,1.10264,114,1.91519,0.0420685,0.0915874,0.593483,0.0420685,0.126202,0.70049,0.700511,0.376268,9,100,0.749514,0.407492,0.342022,1.91519,1.6412,0.918278,5.61277,0.947209,0.2,9.53674e-05,0.250928,9,1024,496,816,219646,399850,87810,22244,2451,3.00368,647,0.792892,0.101272,0.39978,0.0212135,2471.56,0.101442,24364.2,114223,46.6026,37,245,42.9967,65,106,117,50,22244,444.88,109.5,1111,452.919,1071.75,1106.2,1108.55,6.00735,5,19,5.12992,10,13,17,89.1061
3_-0.0_-0.18_-0.32_0.39_0.3_0.43_0.46_0.28_-0.01_0.08,436,696,30.4798,0.0437929,0.826554,184,248,1.05035,3.83984,1.66533e-16,0.397738,497.54,0.241372,0.0122277,9.37266,0.00130461,11.7834,0.0344828,1.0081,-173,0.375,2,1,108,0.155172,58,0.0833333,1.13492,1.01332,308,1.5346,0.0232458,0.122402,0.631713,0.0104637,0.0313902,0.752306,0.752353,0.361127,44,184,0.693319,0.419155,0.274164,1.5346,1.63247,2.07975,6.16921,0.954446,0.320652,0.000175476,0.0909529,9,1024,436,696,297254,426950,64120,9414,1218,1.75,432,0.62069,0.0316699,0.215708,0.00897789,1046,0.0378845,27610.2,41710,34.2447,26,164,33.9623,47,83.3,113,56,9414,168.107,196.5,300,129.908,294.25,297.5,298.25,3.5,3,10,3.34982,6.25,8,9,97.0292
3_-0.0_-0.33_0.13_0.27_-0.14_-0.48_-0.13_-0.48_0.23_0.37,404,632,40.1773,0.0635717,0.992948,184,216,1.06566,3.70036,1.11022e-16,0.418101,457.352,0.263791,0.0105219,9.37278,0.0011226,14.4588,0.056962,1.01856,-173,0.362342,2,1,104,0.164557,56,0.0886076,1.45308,1.10082,298,2.46261,0.0377836,0.122871,0.539193,0.0377836,0.1132,0.564836,0.564974,0.188682,20,221,0.646286,0.400711,0.245575,2.46261,3.36395,11.4286,12.9203,0.862283,0.140271,0.000210762,0.193121,9,1024,404,632,337756,461578,69174,5796,486,0.768987,338,0.53481,0.0171603,0.204805,0.0055275,644,0.0208749,30850.4,18360,37.7778,40,108,25.8525,52,69,74,99,5796,58.5455,11,530,70.5501,98.5,117,122.6,1.53797,1,8,1.66929,3,3,4,55.1414
3_-0.0_0.12_-0.28_0.15_0.43_-0.25_-0.48_-0.49_0.45_0.02,444,712,42.7299,0.060014,1.12771,184,256,1.04591,3.69653,0,0.418522,516.685,0.370656,0.0148133,9.37075,0.00158081,12.5562,0.0337079,0.985345,-173,0.377809,2,1,120,0.168539,81,0.113764,1.38344,1.04279,224,2.46303,0.0385237,0.104053,0.572829,0.0385237,0.115565,0.611549,0.611582,0.188792,24,190,0.64611,0.374796,0.271314,2.46303,3.02534,8.48236,11.3286,0.788598,0.1,0.000181198,0.195649,9,1024,444,712,332933,493050,87045,18132,888,1.24719,492,0.691011,0.0544614,0.261449,0.017292,2014.67,0.061673,32666.9,72149,81.2489,71,313,51.3323,95,130,152,88,18132,206.045,119,416,156.059,371.25,399.3,412.65,2.49438,2,8,2.36607,5,6,7,102.999
3_-0.0_0.18_-0.27_-0.43_-0.34_-0.12_-0.23_-0.36_-0.02_0.48,400,624,35.887,0.0575113,1.01976,184,212,1.06722,3.86841,0,0.413617,455.462,0.263095,0.00657293,9.37131,0.000701388,17.8751,0.0384615,0.989511,-173,0.360577,2,1,108,0.173077,74,0.11859,1.69509,1.31743,1101,2.00172,0.0372305,0.136214,0.601224,0.0319977,0.0959883,0.619779,0.620252,0.214069,21,156,0.69121,0.387672,0.303537,2.00172,2.40278,4.5613,8.4026,0.763373,0.128205,0.000148773,0.180937,9,1024,400,624,284798,426598,77150,17392,1082,1.73397,488,0.782051,0.0610678,0.270894,0.0165863,1932.44,0.068265,28308,45582,42.1275,17,164,45.2653,71,118,139,114,17392,152.561,140,479,177.284,161,472,476,3.46795,4,9,2.74135,6,7,9,75.2378
3_-0.0_0.35_0.45_-0.12_-0.18_-0.09_0.47_-0.32_-0.46_-0.4,488,800,47.8406,0.0598007,0.926541,184,300,1.01889,3.89608,8.32667e-16,0.405463,564.5,0.354996,0.0140943,9.33067,0.00151053,11.7938,0.03,0.966807,-173,0.39125,2,1,164,0.205,67,0.08375,1.2971,1.02403,729,2.55401,0.0340815,0.0932049,0.627096,0.0207119,0.0621309,0.484785,0.484861,0.172167,8,260,0.587198,0.267868,0.31933,2.55401,3.74886,13.7345,15.0906,0.700495,0.0730769,0.000247955,0.275051,9,1024,488,800,397290,573088,91869,25036,988,1.235,580,0.725,0.0630169,0.231239,0.0238762,2781.78,0.0726579,38286,71992,72.8664,90.5,352,62.2444,102,137,177.3,164,25036,152.659,108,393,110.178,218,249,385,2.47,2,8,2.07945,4,5,6,149.657
3_-0.11_-0.03_-0.14_-0.29_-0.45_0.49_-0.47_0.45_-0.11_0.47,316,456,28.5044,0.0625096,0.60264,184,128,1.06221,3.70046,1.66533e-16,0.416935,344.069,0.101266,0.0152412,9.40329,0.00162084,11.4042,0.0526316,0.968802,-173,0.309211,2,1,24,0.0526316,33,0.0723684,1.20284,1.00796,407,1.63779,0.035697,0.139007,0.590563,0.0127296,0.0381889,0.462838,0.462838,0.206517,48,138,0.710161,0.367626,0.342535,1.63779,2.20758,4.26869,6.93671,0.686398,0.166667,0.000131607,0.12969,9,1024,316,456,266530,359576,58128,10988,240,0.526316,168,0.368421,0.0412261,0.218092,0.010479,1220.89,0.0504196,24214.6,18264,76.1,32,381,99.4209,96.5,151.2,354,24,10988,457.833,462,490,26.5952,487,488.7,489,1.05263,0,4,1.46803,3,3,4,96.1366
3_-0.11_-0.21_0.33_-0.41_-0.02_-0.02_-0.44_0.0_0.33_-0.43,352,528,36.3838,0.0689088,0.833245,184,164,1.07598,3.56921,8.88178e-16,0.437099,398.934,0.382305,0.0132301,9.18664,0.00144015,12.8035,0.0454545,0.87968,-173,0.335227,2,1,100,0.189394,29,0.0549242,1.37059,1.06522,984,1.94014,0.0506802,0.116139,0.544349,0.0506802,0.151994,0.689789,0.689888,0.190568,16,141,0.682779,0.532501,0.150278,1.94014,3.5096,13.4884,10.4659,0.675906,0.134752,0.000134468,0.139095,9,1024,352,528,312542,423070,63666,7370,764,1.44697,390,0.738636,0.0235808,0.203704,0.00702858,818.889,0.0285593,28673.3,34777,45.5196,29.5,147,43.3867,86,110,119,82,7370,89.878,31,192,71.4746,165,181.7,187.95,2.89394,3,9,2.47183,5,6,7,79.7625
3_-0.11_0.05_-0.41_0.41_0.36_-0.08_0.22_-0.26_0.49_-0.28,388,600,30.7605,0.0512674,0.921456,184,200,1.07129,4.07762,1.11022e-16,0.425836,445.436,0.17673,0.0159613,9.19743,0.00173541,11.9467,0.04,0.926221,-173,0.355,2,1,68,0.113333,25,0.0416667,1.36363,1.12182,628.5,2.24129,0.0307331,0.106467,0.530592,0.0307331,0.0921974,0.978042,0.978088,0.616142,17,192,0.704484,0.366663,0.337821,2.24129,2.56743,4.95294,8.376,0.773885,0.104167,0.000183105,0.125298,9,1024,388,600,282690,389972,56564,5342,464,0.773333,248,0.413333,0.018897,0.200092,0.00509453,593.556,0.0231523,25637,38854,83.7371,85,118,11.1583,91,98,102.85,40,5342,133.55,167,176,45.1608,168,176,176,1.54667,0,6,2.12473,2,5,5,88.208
3_-0.11_0.06_0.47_0.14_-0.47_-0.3_-0.22_-0.35_0.02_-0.45,348,520,36.4194,0.0700373,0.860039,184,160,1.07558,3.79288,1.11022e-16,0.420865,375.971,0.145594,0.0215794,9.41778,0.00229135,9.69876,0.0461538,0.949115,-173,0.332692,2,1,48,0.0923077,20,0.0384615,1.30788,1.00606,2035,1.40435,0.0297108,0.173629,0.594341,0.0297108,0.0890274,0.726043,0.727385,0.306294,24,138,0.672009,0.375489,0.29652,1.40435,2.25306,4.84947,6.10123,0.617778,0.166667,0.000131607,0.227985,9,1024,348,520,315372,419769,60733,7284,592,1.13846,350,0.673077,0.0230965,0.192576,0.00694656,809.333,0.0284991,28398.6,25912,43.7703,25,169,42.5433,56,134,142,112,7284,65.0357,23,311,100.907,45.25,309.9,310,2.27692,2,9,2.34854,3,6,7,117.939
3_-0.11_0.0_-0.27_-0.43_-0.16_0.24_0.15_-0.0_0.48_-0.17,428,680,31.5205,0.0463536,0.948888,184,240,1.05458,3.12268,0,0.413673,490.032,0.242991,0.0103063,9.39712,0.00109676,14.141,0.0352941,0.932365,-173,0.372059,2,1,88,0.129412,55,0.0808824,1.48258,1.15227,274,2.21025,0.0383215,0.115031,0.601124,0.0359497,0.107823,0.589931,0.590202,0.241709,21,152,0.71802,0.38538,0.332641,2.21025,2.22553,3.33943,8.1124,0.860072,0.131579,0.000144958,0.201102,9,1024,428,680,255524,390628,71468,10730,916,1.34706,412,0.605882,0.0419921,0.279692,0.0102329,1192.22,0.0479898,24843.2,54630,59.6397,58,204,42.0237,77,111.5,118,60,10730,178.833,178.5,544,187.987,372,528.4,541,2.69412,2,10,3.18461,3,8,10,77.0234
3_-0.11_0.11_0.09_-0.42_-0.21_-0.26_-0.06_-0.04_-0.21_-0.37,256,336,26.6458,0.0793031,0.622791,184,68,0.944208,3.26227,0,0.456576,274.472,0.421503,0.012189,9.18796,0.00132662,12.7506,0.0714286,0.856556,-173,0.241071,2,1,60,0.178571,0,0,1.67067,1.30521,13785,1.20577,0.053421,0.166148,0.537022,0.053421,0.160261,0.699112,0.699118,0.232901,21,60,0.758747,0.533916,0.224831,1.20577,1.30271,0.989421,4.22441,0.582679,0.183333,5.72205e-05,0.15717,9,1024,256,336,221826,299936,51519,8356,228,0.678571,204,0.607143,0.0376692,0.23225,0.0079689,928.444,0.0439899,21105.9,17372,76.193,61,330,81.5174,68,180,329,60,8356,139.267,70,396,155.664,395,396,396,1.35714,1,6,1.50113,2,3,4,53.6222
3_-0.11_0.19_0.43_-0.02_0.44_-0.02_0.41_-0.46_-0.28_0.25,492,808,35.6014,0.0440611,1.01775,184,304,1.01628,3.78289,3.33067e-16,0.406971,584.111,0.238289,0.0106474,9.33035,0.00114116,14.1533,0.029703,0.927035,-173,0.392327,2,1,132,0.163366,75,0.0928218,1.38015,1.05624,345,2.43685,0.0424662,0.099277,0.569264,0.0319366,0.0958061,0.814412,0.814458,0.257248,9,162,0.699314,0.333723,0.365591,2.43685,2.41121,4.13788,9.83752,0.914562,0.123457,0.000154495,0.260543,9,1024,492,808,270814,438304,81598,23112,1573,1.94678,704,0.871287,0.0853427,0.301306,0.0220413,2568,0.092819,27666.7,99366,63.1697,56,260,50.6225,99,119,133,212,23112,109.019,38.5,387,128.7,193,364.9,372,3.89356,3,11,2.8356,5,8,9,100.906
3_-0.11_0.27_-0.28_-0.4_0.44_-0.4_0.11_-0.08_-0.43_-0.16,332,488,38.2966,0.0784767,0.803002,184,144,1.07141,3.32618,0,0.415565,344.026,0.310958,0.0106865,9.3536,0.0011425,14.125,0.0737705,0.920264,-173,0.321721,2,1,104,0.213115,25,0.0512295,1.30461,1.02996,3964,1.27751,0.0585852,0.135691,0.59482,0.0585852,0.175379,0.655892,0.655993,0.164487,24,64,0.694373,0.514475,0.179898,1.27751,2.51499,5.79162,5.39976,0.484701,0.125,6.10352e-05,0.131563,9,1024,332,488,307030,446136,94230,14804,720,1.47541,400,0.819672,0.0482168,0.306908,0.0141182,1644.89,0.05364,30665.4,37650,52.2917,33.5,524,80.23,76.25,102.1,126.05,144,14804,102.806,71,559,166.081,85,554,556.85,2.95082,3,7,2.05599,5,6,6,65.9795
